address/city,address/state,address/streetAddress,address/zipcode,bathrooms,bedrooms,datePriceChanged,daysOnZillow,favoriteCount,homeStatus,homeType,isNonOwnerOccupied,latitude,listing_sub_type/is_FSBA,listing_sub_type/is_FSBO,listing_sub_type/is_bankOwned,listing_sub_type/is_comingSoon,listing_sub_type/is_forAuction,listing_sub_type/is_foreclosure,listing_sub_type/is_newHome,listing_sub_type/is_openHouse,listing_sub_type/is_pending,livingArea,longitude,monthlyHoaFee,mortgageRates,mortgageRates/arm5Rate,mortgageRates/fifteenYearFixedRate,mortgageRates/thirtyYearFixedRate,pageViewCount,parentRegion,parentRegion/name,price,priceChange,propertyTaxRate,rentZestimate,restimateHighPercent,restimateLowPercent,taxAssessedValue,taxAssessedYear,timeOnZillow,url,yearBuilt,zestimate,zestimateHighPercent,zestimateLowPercent
Philadelphia,PA,"Kahn Model Plan, Regent Row",19122,3,3,,1,1,FOR_SALE,TOWNHOUSE,FALSE,39.976463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3364,-75.13466,,,3.483,3.688,4.314,59,,West Kensington,899000,,0.98,,,,,,1 day,https://www.zillow.com/community/regent-row/2065644535_zpid/,2022,,,
Philadelphia,PA,1736 S 20th St,19145,1,3,,1,35,FOR_SALE,TOWNHOUSE,FALSE,39.92946,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1200,-75.17864,,,4.591,3.941,4.602,539,,Point Breeze,234000,,0.98,1474,8,7,122000,2021,1 day,https://www.zillow.com/homedetails/1736-S-20th-St-Philadelphia-PA-19145/10366792_zpid/,1920,223600,11,10
Philadelphia,PA,349 W Mount Airy Ave,19119,2,3,,1,99,FOR_SALE,SINGLE_FAMILY,FALSE,40.05462,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1758,-75.19737,,,3.951,3.594,4.426,1362,,Mount Airy West,399900,,0.98,1800,22,17,336200,2021,1 day,https://www.zillow.com/homedetails/349-W-Mount-Airy-Ave-Philadelphia-PA-19119/10214049_zpid/,1865,391900,11,11
Philadelphia,PA,1501 N Redfield St,19151,1,2,,1,20,FOR_SALE,SINGLE_FAMILY,FALSE,39.97458,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,952,-75.23889,,,,,,265,,Carroll Park,89900,,0.98,1032,24,14,39900,2021,1 day,https://www.zillow.com/homedetails/1501-N-Redfield-St-Philadelphia-PA-19151/10344091_zpid/,1925,123200,31,26
Philadelphia,PA,4842 Cedar Ave,19143,3,6,,1,21,FOR_SALE,SINGLE_FAMILY,FALSE,39.949455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2700,-75.220764,,,3.792,3.486,4.322,508,,Cedar Park,669000,,0.98,3053,29,46,311200,2021,1 day,https://www.zillow.com/homedetails/4842-Cedar-Ave-Philadelphia-PA-19143/10451904_zpid/,1900,709000,17,15
Philadelphia,PA,5628 Catharine St,19143,2,4,,1,8,FOR_SALE,TOWNHOUSE,FALSE,39.949898,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1460,-75.23627,,,,,,335,,Cobbs Creek,120000,,0.98,1249,12,5,82700,2021,1 day,https://www.zillow.com/homedetails/5628-Catharine-St-Philadelphia-PA-19143/10454318_zpid/,1925,103800,25,26
Philadelphia,PA,2523 Waverly St,19146,2,2,,1,22,FOR_SALE,TOWNHOUSE,FALSE,39.947342,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,912,-75.1825,,,3.792,3.486,4.322,478,,Fitler Square,599000,,0.98,2139,25,18,413800,2021,1 day,https://www.zillow.com/homedetails/2523-Waverly-St-Philadelphia-PA-19146/10210389_zpid/,1950,568400,9,9
Philadelphia,PA,744 N Judson St,19130,1,2,,1,48,FOR_SALE,TOWNHOUSE,FALSE,39.969032,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1014,-75.1757,,,3.951,3.594,4.426,743,,Fairmount,397000,,0.98,,,,269800,2021,1 day,https://www.zillow.com/homedetails/744-N-Judson-St-Philadelphia-PA-19130/10242078_zpid/,1920,,,
Philadelphia,PA,713 Sears St,19147,1,2,,1,15,FOR_SALE,TOWNHOUSE,FALSE,39.932434,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,800,-75.15654,,,3.951,3.594,4.426,230,,Passyunk Square,379000,,0.98,1450,17,11,121300,2021,1 day,https://www.zillow.com/homedetails/713-Sears-St-Philadelphia-PA-19147/10173164_zpid/,1915,326700,6,6
Philadelphia,PA,1832 S Sartain St,19148,2,3,,1,16,FOR_SALE,TOWNHOUSE,FALSE,39.92679,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,956,-75.16498,,,3.951,3.594,4.426,291,,East Passyunk,415000,,0.98,1838,27,9,328000,2021,1 day,https://www.zillow.com/homedetails/1832-S-Sartain-St-Philadelphia-PA-19148/10397313_zpid/,1925,362000,6,6
Philadelphia,PA,717 S 11th St,19147,2,2,,1,21,FOR_SALE,TOWNHOUSE,FALSE,39.94164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1149,-75.1603,,,3.792,3.486,4.322,351,,Bella Vista,625000,,0.98,2635,15,13,498200,2021,1 day,https://www.zillow.com/homedetails/717-S-11th-St-Philadelphia-PA-19147/10183059_zpid/,1980,586900,8,7
Philadelphia,PA,2357 Montrose St,19146,2,2,,1,22,FOR_SALE,TOWNHOUSE,FALSE,39.941734,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1134,-75.182556,,,3.951,3.594,4.426,380,,Graduate Hospital,450000,,0.98,2250,11,20,379000,2021,1 day,https://www.zillow.com/homedetails/2357-Montrose-St-Philadelphia-PA-19146/10321206_zpid/,1920,459300,10,8
Philadelphia,PA,722 S Clifton St,19147,2,2,,1,30,FOR_SALE,SINGLE_FAMILY,FALSE,39.94151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1408,-75.1601,,,3.792,3.486,4.322,406,,Bella Vista,725000,,0.98,2629,16,13,492000,2021,1 day,https://www.zillow.com/homedetails/722-S-Clifton-St-Philadelphia-PA-19147/10183039_zpid/,1980,633400,8,8
Philadelphia,PA,4608 Rising Sun Ave,19140,1,3,,1,11,FOR_SALE,TOWNHOUSE,FALSE,40.020687,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1164,-75.126595,,,,,,160,,Feltonville,110000,,0.98,1249,12,16,61300,2021,1 day,https://www.zillow.com/homedetails/4608-Rising-Sun-Ave-Philadelphia-PA-19140/10429543_zpid/,1945,100400,22,23
Philadelphia,PA,826 Arnold St,19111,3,3,,1,43,FOR_SALE,SINGLE_FAMILY,FALSE,40.078953,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1572,-75.07221,,,3.951,3.594,4.426,925,,Fox Chase,374900,,0.98,1900,21,11,242000,2021,1 day,https://www.zillow.com/homedetails/826-Arnold-St-Philadelphia-PA-19111/10564789_zpid/,1966,354900,6,6
Philadelphia,PA,3830 N Sydenham St,19140,2,3,,0,1,FOR_SALE,TOWNHOUSE,FALSE,40.011887,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1448,-75.15337,,,4.591,3.941,4.602,58,,Tioga,200000,,0.98,1649,14,18,52200,2021,12 hours,https://www.zillow.com/homedetails/3830-N-Sydenham-St-Philadelphia-PA-19140/10234992_zpid/,1940,119700,24,24
Philadelphia,PA,1434 N Redfield St,19151,2,3,,1,0,FOR_SALE,TOWNHOUSE,FALSE,39.97362,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1034,-75.23919,,,4.591,3.941,4.602,75,,Carroll Park,199900,,0.98,1350,15,11,75000,2021,1 day,https://www.zillow.com/homedetails/1434-N-Redfield-St-Philadelphia-PA-19151/10344189_zpid/,1925,141100,19,20
Philadelphia,PA,2018-32 Walnut St APT 16J,19103,1,1,,1,15,FOR_SALE,CONDO,FALSE,39.950333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,700,-75.1751,,,3.951,3.594,4.426,113,,Rittenhouse,300000,,0.98,1625,29,14,317200,2021,1 day,https://www.zillow.com/homedetails/2018-32-Walnut-St-APT-16J-Philadelphia-PA-19103/10603516_zpid/,1980,333500,10,9
Philadelphia,PA,3471 Bowman St,19129,1,3,,1,39,FOR_SALE,TOWNHOUSE,FALSE,40.011654,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1220,-75.18845,,,3.951,3.594,4.426,535,,East Falls,325000,,0.98,1734,24,12,198900,2021,1 day,https://www.zillow.com/homedetails/3471-Bowman-St-Philadelphia-PA-19129/10381869_zpid/,1939,274700,9,9
Philadelphia,PA,3039 Page St,19121,1,3,,2,2,FOR_SALE,SINGLE_FAMILY,FALSE,39.98729,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1166,-75.183525,,,4.591,3.941,4.602,120,,Strawberry Mansion,150000,,0.98,1350,30,19,35200,2021,2 days,https://www.zillow.com/homedetails/3039-Page-St-Philadelphia-PA-19121/10330482_zpid/,1915,,,
Philadelphia,PA,2159 N 8th St,19122,3,4,,1,9,FOR_SALE,TOWNHOUSE,FALSE,39.984715,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1788,-75.146645,,,3.951,3.594,4.426,233,,Hartranft,299000,,0.98,2302,15,14,96400,2021,1 day,https://www.zillow.com/homedetails/2159-N-8th-St-Philadelphia-PA-19122/10266046_zpid/,1915,288100,5,5
Philadelphia,PA,4946 Hoopes St,19139,1,3,,2,11,FOR_SALE,TOWNHOUSE,FALSE,39.967976,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,980,-75.22003,,,,,,271,,Mill Creek,65000,,0.98,1212,12,8,47700,2021,2 days,https://www.zillow.com/homedetails/4946-Hoopes-St-Philadelphia-PA-19139/10440370_zpid/,1925,85100,32,30
Philadelphia,PA,46104 Delaire Landing Rd #104,19114,2,2,,1,6,FOR_SALE,CONDO,FALSE,40.045784,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1036,-74.989624,355,,4.591,3.941,4.602,291,,Torresdale,199000,,0.98,1613,18,15,125900,2021,1 day,https://www.zillow.com/homedetails/46104-Delaire-Landing-Rd-104-Philadelphia-PA-19114/10612085_zpid/,1972,215400,7,7
Philadelphia,PA,1722 Waterloo St,19122,3,3,,1,7,FOR_SALE,TOWNHOUSE,FALSE,39.97601,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2100,-75.13564,85,,3.792,3.486,4.322,101,,West Kensington,689900,,0.98,2900,17,17,,,1 day,https://www.zillow.com/homedetails/1722-Waterloo-St-Philadelphia-PA-19122/2078058586_zpid/,2019,,,
Philadelphia,PA,3335 W Firth St,19132,1,2,,2,8,FOR_SALE,TOWNHOUSE,FALSE,39.99576,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1016,-75.186584,,,,,,199,,Strawberry Mansion,65000,,0.98,1335,23,16,25600,2021,2 days,https://www.zillow.com/homedetails/3335-W-Firth-St-Philadelphia-PA-19132/10314864_zpid/,1915,71400,34,28
Philadelphia,PA,2027 Emily St,19145,1,2,,1,0,FOR_SALE,TOWNHOUSE,FALSE,39.92663,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,942,-75.1798,,,3.951,3.594,4.426,68,,West Passyunk,259900,,0.98,,,,117800,2021,1 day,https://www.zillow.com/homedetails/2027-Emily-St-Philadelphia-PA-19145/10457449_zpid/,1920,,,
Philadelphia,PA,2730 S Muhlfeld St,19153,1,3,,2,4,FOR_SALE,TOWNHOUSE,FALSE,39.913406,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,960,-75.235115,,,4.591,3.941,4.602,176,,Penrose,195000,,0.98,1564,19,9,110300,2021,2 days,https://www.zillow.com/homedetails/2730-S-Muhlfeld-St-Philadelphia-PA-19153/10411723_zpid/,1925,169400,13,13
Philadelphia,PA,753-N 20th St #4,19130,3,2,,1,19,FOR_SALE,CONDO,FALSE,39.968693,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1200,-75.16959,224,,3.951,3.594,4.426,268,,Francisville,499900,,0.98,997,76,28,,,1 day,https://www.zillow.com/homedetails/753-N-20th-St-4-Philadelphia-PA-19130/2086990785_zpid/,2018,565700,20,17
Philadelphia,PA,1623 S Wilton St,19143,1,3,,1,2,FOR_SALE,TOWNHOUSE,FALSE,39.937588,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1020,-75.21602,,,,,,152,,Southwest Schuylkill,100000,,0.98,1394,8,21,49700,2021,1 day,https://www.zillow.com/homedetails/1623-S-Wilton-St-Philadelphia-PA-19143/10479880_zpid/,1925,83000,33,30
Philadelphia,PA,609 N 55th St,19131,2,3,,2,10,FOR_SALE,SINGLE_FAMILY,FALSE,39.969322,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1356,-75.2301,,,,,,328,,Haddington,120000,,0.98,1599,33,9,57600,2021,2 days,https://www.zillow.com/homedetails/609-N-55th-St-Philadelphia-PA-19131/10190326_zpid/,1925,176500,18,17
Philadelphia,PA,2215 S Mildred St,19148,2,2,,1,6,FOR_SALE,TOWNHOUSE,FALSE,39.92154,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1080,-75.16052,,,3.951,3.594,4.426,154,,Lower Moyamensing,300000,,0.98,1649,9,9,160400,2021,1 day,https://www.zillow.com/homedetails/2215-S-Mildred-St-Philadelphia-PA-19148/10391657_zpid/,1920,279200,9,8
Philadelphia,PA,721-23 Hartel Ave,19111,1,3,,2,5,FOR_SALE,SINGLE_FAMILY,FALSE,40.07069,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1440,-75.08176,,,3.951,3.594,4.426,201,,Fox Chase,331500,,0.98,1699,18,12,232300,2021,2 days,https://www.zillow.com/homedetails/721-23-Hartel-Ave-Philadelphia-PA-19111/10563156_zpid/,1957,274700,12,13
Philadelphia,PA,6222 Ellsworth St,19143,1,4,,1,1,FOR_SALE,SINGLE_FAMILY,FALSE,39.947502,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2028,-75.24884,,,3.951,3.594,4.426,120,,Cobbs Creek,299000,,0.98,1500,13,13,105100,2021,1 day,https://www.zillow.com/homedetails/6222-Ellsworth-St-Philadelphia-PA-19143/10187667_zpid/,1920,180700,22,24
Philadelphia,PA,1701-15 Locust St UNIT 2002,19103,2,2,,3,5,FOR_SALE,CONDO,FALSE,39.949123,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1199,-75.16966,,,3.792,3.486,4.322,117,,Rittenhouse,665000,,0.98,3266,23,18,600700,2021,3 days,https://www.zillow.com/homedetails/1701-15-Locust-St-UNIT-2002-Philadelphia-PA-19103/87763410_zpid/,1928,666500,9,8
Philadelphia,PA,1346 N Mascher St,19122,3,3,,1,32,FOR_SALE,TOWNHOUSE,FALSE,39.971874,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2395,-75.13747,56,,3.792,3.486,4.322,404,,Olde Kensington,664900,,0.98,3329,18,13,,,1 day,https://www.zillow.com/homedetails/1346-N-Mascher-St-Philadelphia-PA-19122/2089942130_zpid/,2015,608100,11,9
Philadelphia,PA,7431 Tabor Ave,19111,2,2,,3,3,FOR_SALE,MULTI_FAMILY,FALSE,40.061966,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1500,-75.0778,,,3.951,3.594,4.426,204,,Fox Chase,350000,,0.98,900,11,6,160300,2021,3 days,https://www.zillow.com/homedetails/7431-Tabor-Ave-Philadelphia-PA-19111/165373731_zpid/,1960,,,
Philadelphia,PA,3106 Magee Ave,19149,4,4,,1,11,FOR_SALE,TOWNHOUSE,FALSE,40.03189,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1896,-75.05762,,,3.951,3.594,4.426,458,,Mayfair,320000,,0.98,1999,15,13,181900,2021,1 day,https://www.zillow.com/homedetails/3106-Magee-Ave-Philadelphia-PA-19149/10504322_zpid/,1950,298300,6,6
Philadelphia,PA,3254 D St,19134,1,3,,4,5,FOR_SALE,TOWNHOUSE,FALSE,39.99882,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1170,-75.12117,,,,,,280,,Upper Kensington,75000,,0.98,1114,13,13,28700,2021,4 days,https://www.zillow.com/homedetails/3254-D-St-Philadelphia-PA-19134/10208860_zpid/,1935,56200,32,28
Philadelphia,PA,2258 N Chadwick St,19132,0,3,,4,0,FOR_SALE,LOT,FALSE,39.988018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1008,-75.16038,,,,,,48,,Stanton,30000,,0.98,863,56,27,7400,2021,4 days,https://www.zillow.com/homedetails/2258-N-Chadwick-St-Philadelphia-PA-19132/10245597_zpid/,1915,,,
Philadelphia,PA,1940 Titan St,19146,3,3,,1,20,FOR_SALE,TOWNHOUSE,FALSE,39.935684,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2082,-75.17678,,,3.951,3.594,4.426,239,,Point Breeze,545000,,0.98,2799,7,7,398100,2021,1 day,https://www.zillow.com/homedetails/1940-Titan-St-Philadelphia-PA-19146/10361739_zpid/,1920,569000,7,6
Philadelphia,PA,2305 N Lambert St,19132,0,3,,4,1,FOR_SALE,LOT,FALSE,39.98942,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1290,-75.16643,,,,,,49,,Stanton,30000,,0.98,706,31,5,5600,2021,4 days,https://www.zillow.com/homedetails/2305-N-Lambert-St-Philadelphia-PA-19132/10248130_zpid/,1915,,,
Philadelphia,PA,736 Pine St #G,19147,1,1,,1,17,FOR_SALE,CONDO,FALSE,39.944054,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,891,-75.15497,348,,3.951,3.594,4.426,304,,Washington Square,359500,,0.98,1379,43,19,332800,2021,1 day,https://www.zillow.com/homedetails/736-Pine-St-G-Philadelphia-PA-19147/63498002_zpid/,1900,346800,15,14
Philadelphia,PA,2429 N 17th St,19132,0,3,,4,5,FOR_SALE,LOT,FALSE,39.990643,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1432,-75.159996,,,,,,146,,Stanton,35000,,0.98,1314,14,7,22900,2021,4 days,https://www.zillow.com/homedetails/2429-N-17th-St-Philadelphia-PA-19132/10245720_zpid/,1915,,,
Philadelphia,PA,8537 Temple Rd,19150,3,3,,1,31,FOR_SALE,TOWNHOUSE,FALSE,40.080025,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1224,-75.17701,,,4.591,3.941,4.602,569,,Cedarbrook,214999,,0.98,2370,29,15,146600,2021,1 day,https://www.zillow.com/homedetails/8537-Temple-Rd-Philadelphia-PA-19150/10470232_zpid/,1941,286300,11,11
Philadelphia,PA,2300 N Lambert St,19132,0,,,4,0,FOR_SALE,LOT,FALSE,39.989384,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,-75.16679,,,,,,28,,Stanton,35000,,0.98,706,31,5,6500,2021,4 days,https://www.zillow.com/homedetails/2300-N-Lambert-St-Philadelphia-PA-19132/118364696_zpid/,,,,
Philadelphia,PA,1915 Ripley St,19111,2,3,,1,94,FOR_SALE,SINGLE_FAMILY,FALSE,40.06198,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1454,-75.05758,,,3.951,3.594,4.426,1101,,Rhawnhurst,350000,,0.98,1599,13,19,219200,2021,1 day,https://www.zillow.com/homedetails/1915-Ripley-St-Philadelphia-PA-19111/10516591_zpid/,1960,268500,12,14
Philadelphia,PA,2341 N Opal St,19132,0,3,,4,0,FOR_SALE,LOT,FALSE,39.989902,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,868,-75.16451,,,,,,30,,Stanton,27500,,0.98,1099,14,18,9400,2021,4 days,https://www.zillow.com/homedetails/2341-N-Opal-St-Philadelphia-PA-19132/10247795_zpid/,1915,,,
Philadelphia,PA,411 Green St,19123,3,3,,1,48,FOR_SALE,TOWNHOUSE,FALSE,39.962017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2100,-75.145256,,,3.792,3.486,4.322,407,,Northern Liberties,599000,,0.98,2400,21,17,457000,2021,1 day,https://www.zillow.com/homedetails/411-Green-St-Philadelphia-PA-19123/10198136_zpid/,1919,560200,6,5
Philadelphia,PA,1541 Dyre St,19124,,2,1.65E+12,1,5,FOR_SALE,MULTI_FAMILY,FALSE,40.021763,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1284,-75.07972,,,4.591,3.941,4.602,172,,Frankford,149900,24900,0.98,881,12,5,97400,2021,1 day,https://www.zillow.com/homedetails/1541-Dyre-St-Philadelphia-PA-19124/10553003_zpid/,1925,132600,15,15
Philadelphia,PA,2420 N Colorado St,19132,0,3,,4,2,FOR_SALE,LOT,FALSE,39.99058,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1054,-75.16096,,,,,,68,,Stanton,27500,,0.98,749,47,21,4900,2021,4 days,https://www.zillow.com/homedetails/2420-N-Colorado-St-Philadelphia-PA-19132/10246100_zpid/,1915,,,
Philadelphia,PA,2721 N Dover St,19132,1,3,1.65E+12,1,6,FOR_SALE,TOWNHOUSE,FALSE,39.99749,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1485,-75.17772,,,4.591,3.941,4.602,108,,Allegheny West,199000,14100,0.98,1234,17,12,25300,2021,1 day,https://www.zillow.com/homedetails/2721-N-Dover-St-Philadelphia-PA-19132/10310836_zpid/,1915,82700,31,29
Philadelphia,PA,2332 W Sergeant St,19132,0,,,4,1,FOR_SALE,LOT,FALSE,39.993687,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,922,-75.17061,,,,,,78,,Strawberry Mansion,30000,,0.98,730,30,8,700,2021,4 days,https://www.zillow.com/homedetails/2332-W-Sergeant-St-Philadelphia-PA-19132/10248988_zpid/,,,,
Philadelphia,PA,2634 S Chadwick St,19145,2,3,,1,7,FOR_SALE,TOWNHOUSE,FALSE,39.91795,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,968,-75.17564,,,3.951,3.594,4.426,593,,Girard Estates,315000,,0.98,1229,15,15,255000,2021,1 day,https://www.zillow.com/homedetails/2634-S-Chadwick-St-Philadelphia-PA-19145/10305054_zpid/,1920,281800,7,7
Philadelphia,PA,3955 Ogden St,19104,0,3,,4,2,FOR_SALE,LOT,FALSE,39.96968,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1134,-75.20304,,,,,,74,,Mantua,35000,,0.98,1298,20,11,5800,2021,4 days,https://www.zillow.com/homedetails/3955-Ogden-St-Philadelphia-PA-19104/10293811_zpid/,1925,,,
Philadelphia,PA,1324 Locust St APT 418,19107,1,0,,1,2,FOR_SALE,CONDO,FALSE,39.947956,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,358,-75.1636,464,,,,,100,,Washington Square,89900,,0.98,983,10,5,87200,2021,1 day,https://www.zillow.com/homedetails/1324-Locust-St-APT-418-Philadelphia-PA-19107/71249408_zpid/,1900,93900,12,12
Philadelphia,PA,2921 W Oakdale St,19132,1,3,1.65E+12,6,12,FOR_SALE,TOWNHOUSE,FALSE,39.996727,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,924,-75.17935,,,,,,275,,Strawberry Mansion,65000,25000,0.98,1116,9,9,25000,2021,6 days,https://www.zillow.com/homedetails/2921-W-Oakdale-St-Philadelphia-PA-19132/10314982_zpid/,1915,,,
Philadelphia,PA,2138 W Cheltenham Ave,19138,2,3,,1,14,FOR_SALE,TOWNHOUSE,FALSE,40.0702,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1024,-75.15198,,,4.591,3.941,4.602,304,,West Oak Lane,220000,,0.98,1628,15,15,97300,2021,1 day,https://www.zillow.com/homedetails/2138-W-Cheltenham-Ave-Philadelphia-PA-19138/10471680_zpid/,1929,233400,11,11
Philadelphia,PA,424 Fitzgerald St,19148,2,2,,6,2,FOR_SALE,SINGLE_FAMILY,FALSE,39.918976,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,960,-75.15492,,,3.951,3.594,4.426,103,,Whitman,255000,,0.98,1643,14,10,117800,2021,6 days,https://www.zillow.com/homedetails/424-Fitzgerald-St-Philadelphia-PA-19148/10387621_zpid/,1915,252100,11,10
Philadelphia,PA,423 E Flora St,19125,3,3,1.65E+12,1,21,FOR_SALE,TOWNHOUSE,FALSE,39.971092,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1700,-75.12963,,,3.951,3.594,4.426,329,,Fishtown,549000,-25900,0.98,2749,16,13,495000,2021,1 day,https://www.zillow.com/homedetails/423-E-Flora-St-Philadelphia-PA-19125/118339877_zpid/,2018,580600,5,5
Philadelphia,PA,903 S 13th St,19147,4,5,1.65E+12,7,2,FOR_SALE,MULTI_FAMILY,FALSE,39.939583,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1900,-75.16399,,,3.792,3.486,4.322,203,,Hawthorne,680000,30000,0.98,2856,37,12,481700,2021,7 days,https://www.zillow.com/homedetails/903-S-13th-St-Philadelphia-PA-19147/10180242_zpid/,1911,620200,14,12
Philadelphia,PA,12604 Biscayne Dr,19154,2,3,,1,15,FOR_SALE,TOWNHOUSE,FALSE,40.09269,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1224,-74.96592,,,3.951,3.594,4.426,457,,Parkwood Manor,269900,,0.98,1500,5,13,195400,2021,1 day,https://www.zillow.com/homedetails/12604-Biscayne-Dr-Philadelphia-PA-19154/10589408_zpid/,1955,215700,8,9
Philadelphia,PA,2348 N Gratz St,19132,0,3,,7,0,FOR_SALE,LOT,FALSE,39.989853,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1134,-75.163185,,,,,,67,,Stanton,35000,,0.98,633,84,6,4900,2021,7 days,https://www.zillow.com/homedetails/2348-N-Gratz-St-Philadelphia-PA-19132/10247427_zpid/,1967,,,
